N,P,K,ph,Avg Temp,Avg Humidity,Rainfall,Season_enc,District_enc
20.07,27.18,29.92,5.77,32.5,65.0,175.75942635923798,0,21
21.719025385655648,17.164220311268753,29.98331747847453,5.992167964466519,30.357027225264673,79.74743442943742,332.5478199030574,1,60
117.77,46.24,19.56,6.91,22.5,75.0,129.44444444444446,1,30
18.86110537291058,26.745982277246192,30.02239963442164,5.764575660945805,32.37343357296727,65.38462318346016,171.846466514663,0,13
99.42,17.0,50.22,6.5,24.237853142776142,78.64583361310093,196.14337285671837,0,21
19.621521816213306,27.42154844104741,29.884770337821077,5.767258786996051,24.806297065892284,69.4823882374231,174.56027052014895,0,23
21.98,16.93,30.59,5.98,20.5,72.5,156.455665687644,0,38
21.98,16.93,30.590000000000003,5.98,25.0,70.0,276.97873407362357,0,20
77.16446812400159,49.087295095344324,18.272439669197244,6.2345788991067765,11.597770013228226,77.33245462795463,154.0880148380826,0,62
78.62005711684016,48.70936664088602,18.71169274893479,6.224726915473058,20.394853153013376,79.77324231619781,143.46224632601363,2,56
21.107965623056106,16.928896714467008,29.446906099745178,5.963104921546994,20.119329903825953,59.950829533120256,124.6051992304356,2,48
20.84885337670274,26.95365906788152,30.402900116851754,5.772378181656236,19.940729597502923,59.87059728419682,124.86229090218679,2,40
20.07,27.18,29.92,5.77,20.0,60.0,166.64892345299202,2,53
99.42,17.0,50.22,6.5,25.5,87.5,166.8452668190547,2,24
79.01779340703034,48.65443388152584,20.296456761591394,6.262351161807834,24.986411705632253,66.8309811018349,186.23972155394287,1,4
49.17427454785421,52.967890902513545,48.38873032210665,6.469814768548689,20.176603797350843,79.848231989523,128.56834250765118,0,10
50.40978700216985,58.322235289112776,49.227403689527065,6.755918305271856,25.139678428704624,69.917260584255,185.6530807521847,0,12
21.98,16.93,30.59,5.98,31.28784692720137,77.54751136923112,166.22422425527847,1,14
77.76,48.44,19.79,6.25,20.5,80.0,179.6013888888889,2,29
77.76,48.44,19.79,6.25,21.0,70.0,166.68421947819797,1,9
20.75,67.54,20.05,5.75,25.0,72.5,333.72557471264366,1,20
50.915724047918346,59.055563083272965,48.60966409958338,6.739063372064717,25.103224595875016,70.20554190926029,202.93667006567054,0,26
101.29462147706752,81.371350602838,51.26314818233121,5.990239564857367,24.935400919071668,79.88400229038119,177.63261545616504,2,55
40.09,67.79,79.92,7.34,27.5,35.0,132.1410836682984,1,0
76.55802662558331,48.240374587724595,20.380239678961715,6.267907288840671,15.981139860519672,85.33567751716882,143.65397414895847,1,5
117.99067232129894,46.20338943037432,20.48472646509408,6.923717837375215,22.216014345483988,75.31502813760983,141.1048809646935,1,25
20.07,27.18,29.92,5.77,30.000000000000004,80.0,165.7621861799695,1,8
77.47800327839337,49.1534036939258,20.04854909389877,6.250426717756185,23.481252222554495,60.802323793330494,169.0890057817056,1,42
49.879999999999995,59.05,50.04,6.74,29.999999999999996,80.0,141.59593152661074,0,53
77.76,48.44,19.79,6.25,21.0,70.0,180.15458690743037,1,4
100.35222109294668,16.540585341260382,51.168869551687735,6.495868492030212,25.022700400859925,72.67311483316543,155.2683582957466,0,62
77.76,48.44,19.79,6.25,16.0,85.0,246.24068804490037,1,11
77.7849060508506,49.245257665269776,19.902682493790483,6.235763306004078,24.901342782915442,67.8909339314911,204.75215526277552,1,54
21.391920343897535,16.310104397975486,30.600263701565467,5.980513315956681,30.132837200605202,79.82292225162301,180.94388691446838,1,39
77.76,48.44,19.79,6.25,17.0,75.0,179.6013888888889,1,29
40.51990703706155,67.02359835687548,19.27579643713224,7.142123340669915,27.464618393946512,35.435111454697754,155.43185429251142,1,19
22.220421364362164,16.675593166361264,31.160694936479107,5.949381849984604,20.597996920199197,72.48642509074962,178.817039287755,0,21
78.77666733273142,48.75468780197183,20.47799239707936,6.250878821552186,25.09798804875427,79.3560303529936,154.98167961576416,2,52
99.42,17.0,50.22,6.5,20.0,60.0,185.7563131313132,2,6
20.07,27.18,29.92,5.77,25.242157225627103,73.89837673022382,202.21246954600113,0,12
77.76,48.44,19.79,6.25,23.310861302351395,76.30683373018262,152.64914978430036,2,33
49.89481197898647,59.676461283040965,50.32242050034807,6.729934169783783,30.1574393770338,79.95246146375939,190.00140759888168,0,12
98.09446719946533,16.319636154494056,50.8832387432072,6.506819841561044,26.40797873833656,79.93994788241947,158.9643001142944,1,33
20.07,27.18,29.92,5.77,24.0,70.0,143.3747449051184,0,48
77.76,48.44,19.79,6.25,20.0,80.0,185.7563131313132,2,12
18.518987374734664,17.170341537206642,10.503536536813922,7.028554409778883,17.815438288149558,77.21867488523174,179.56063681044566,2,28
21.98,16.93,30.59,5.98,30.0,75.0,148.66751173869562,1,18
19.843958972180967,67.56620379130814,18.66876343974091,6.923985256601851,15.02151572386326,89.64687703574674,143.28631659334187,1,59
99.42000000000002,17.0,50.22,6.5,20.0,60.0,131.0650677317246,2,36
78.99691638024622,47.66589602479886,19.254805229292803,6.235320031457842,18.82970954507038,77.94498186306282,300.00607641788423,1,11
20.99,47.28,19.87,6.72,31.276689026733532,72.29830654916219,136.4511571753736,1,53
78.31603107090855,48.60729567556674,20.05809284941542,6.260059309950692,19.208728613069997,77.21551766618721,141.01646662189688,1,25
20.07,27.18,29.92,5.77,26.6233762250215,73.5081369454806,140.96074935024302,0,40
20.07,27.18,29.92,5.77,25.0,70.0,142.85416666666666,0,25
78.72573566519716,48.78761916831162,19.20761403540976,6.239416432774662,20.464135910548407,59.87720474760131,156.01435539160627,2,52
117.77,46.24,19.56,6.91,22.5,75.0,185.23090277777777,1,4
77.1689277122312,47.991271467812474,21.278187675357998,6.248949568678232,25.262155505233004,80.25737486899017,152.3920141987716,2,57
49.68426506191341,59.765795733210076,50.22468241802831,6.736705637348487,25.095766517942085,70.30900128105405,128.0231765321277,0,44
18.774455819568885,68.81663790535906,20.781838678747842,6.910568144267271,14.900392754492323,90.0044767743769,134.79967787392408,1,22
20.07,27.18,29.92,5.77,20.0,60.0,181.72019881065683,2,26
52.02649412587578,52.79073090705793,47.64720500983212,6.473039643925216,20.022662803978342,79.72407733305373,169.77219377212472,0,7
22.15933664161703,133.56617896385563,200.35729006677613,6.007742770898334,25.309156884299295,69.10881278239428,180.99056146194596,1,21
23.594526642387088,47.95862693657198,19.998444882732095,6.837629435476866,22.761257719412857,81.9153167216433,169.42421787779122,1,7
49.88,59.05,50.04,6.74,29.0,67.5,169.94262295081967,0,35
77.76,48.44,19.79,6.25,20.0,80.0,161.6597256050486,2,8
19.58,16.55,10.01,7.02,17.5,77.5,191.89027643869855,2,63
19.58,16.55,10.01,7.02,29.44781847127444,87.74042884402147,200.33023385213463,0,28
20.75,67.54,20.05,5.75,16.0,67.5,166.21759280589401,0,62
77.76,48.44,19.79,6.25,20.5,60.0,173.7993961023256,2,15
77.0306971699226,48.35872391101498,20.50822993365053,6.232344714230598,19.93982887480392,74.60003009216196,177.6064146151869,2,46
23.103540617366892,16.40210731341208,31.043798544993926,6.007936133185819,25.0944614380954,70.00056806326224,332.3887897787812,0,37
