N,P,K,ph,Avg Temp,Avg Humidity,Rainfall,Season_enc,District_enc
-0.7544132489237901,-1.5460479953170658,-1.3032522569658171,0.5003798853468657,0.6755421267289823,0.6896332126703502,-0.14853818596760926,-0.9501890011946215,0.35770164133406146
1.4856407595111254,-0.015487785120578188,0.43139595657743346,-0.3393494385323739,-0.688254438604946,-0.49973421207996455,0.04947202604506849,1.6178893804124637,0.03077003366314515
-0.6797950299348747,0.05223192714987283,-0.5533782896528494,0.3667865838206227,1.2000792672420315,0.009994684241598885,0.04947202604506849,0.3338501896089211,0.03077003366314515
-0.7412231597085778,-0.16466057788415905,-0.495556682534741,0.462210370625083,-0.37353215429711634,0.859542844777538,-1.071527641662064,0.3338501896089211,1.175030660511352
-0.7310479480282712,1.016409089266225,-0.6497476348496968,-1.007315946163586,0.7804495548315921,-2.3687401652590303,1.4552243401488365,0.3338501896089211,-0.8410475867926316
-0.8392066795930122,-1.3779326256946174,0.689183954979,0.04234570868546231,-0.5833470105023361,0.859542844777538,0.04947202604506849,-0.9501890011946215,-0.132695770172313
1.2011116921544025,-0.01880273607088,0.5747453575577439,-0.05307807811899633,0.36081984242115267,0.1799043163487867,0.5519353142862375,1.6178893804124637,1.2295192617898383
-0.8120727817788612,-1.4887467003189918,-1.280364537481566,1.473702510752347,0.6755421267289823,0.6896332126703502,0.5519353142862375,-0.9501890011946215,-0.29616157400777116
-0.7762711110518562,-0.9441476156265535,0.021826239490832743,-0.6447055563066412,1.5148015515498612,0.009994684241598885,-0.6605233000805926,-0.9501890011946215,-1.7128652072484083
-0.696376856376856,-0.21391127771721433,-0.6298714574028469,0.23319328229438127,1.2000792672420315,0.009994684241598885,-0.14853818596760926,0.3338501896089211,0.5756560464480056
1.5557366621976823,-0.14098235681057478,0.45368136765420464,0.5385494000686486,0.36081984242115267,0.1799043163487867,1.4552243401488365,-0.9501890011946215,-0.8410475867926316
-0.7408463000167147,0.7204313258464211,-0.634087616255209,-1.4080958507423136,0.15100498621593295,0.1799043163487867,0.17565148437119396,0.3338501896089211,-1.0590019919065758
-0.8116959220869979,-1.464594914823936,-1.300843023335896,1.168346392978078,-1.4226064353232148,0.5197235805631623,-0.4708930229974518,1.6178893804124637,0.9570762553974079
1.6303548811865978,0.10763896446206012,-0.5624129157650538,-0.568366526863074,0.5706346986263724,0.1799043163487867,-0.14853818596760926,-0.9501890011946215,0.35770164133406146
-0.7589355652261487,0.9785239355484895,-0.5515713644304084,-1.2554177918551792,-1.7373287196310445,-0.15991494786558894,1.4552243401488365,-0.9501890011946215,-0.8410475867926316
-0.7125818231269739,-1.5190548232931798,0.16577794887862338,-0.41568846797594117,0.15100498621593295,0.009994684241598885,-0.14853818596760926,-0.9501890011946215,0.1942358374986033
-0.8098116236276819,-1.3447831161915993,-1.2104967622138518,1.7027195990830486,-1.4226064353232148,0.5197235805631623,-0.7038669936344721,1.6178893804124637,-0.3506501752862572
-0.6975074354524455,0.030447963762175255,-0.8208032225741007,0.8248207604820261,1.2000792672420315,0.009994684241598885,-0.6605233000805926,0.3338501896089211,-0.2416729727292851
0.5073129994342342,0.42208574031925933,1.095139821620719,0.5003798853468657,0.15100498621593295,0.009994684241598885,3.2091057625825927,-0.9501890011946215,1.5564508694607544
-0.06287571435480137,0.8724455051388322,2.889416567504519,1.6454653270003727,0.6755421267289823,-2.3687401652590303,-1.071527641662064,0.3338501896089211,0.6846332490049777
-0.7340628255631769,-1.5323146270943866,-1.217122154696135,0.9011597899255934,0.6755421267289823,0.6896332126703502,0.04947202604506849,-0.9501890011946215,-0.132695770172313
-0.7171041394293325,-1.547468688581481,-1.2086898369914107,0.9584140620082693,0.6755421267289823,0.6896332126703502,-0.036133187396772105,-0.9501890011946215,1.0660534579543801
0.23333600344968106,0.5982517051067263,1.4276140625498421,1.130176878256295,0.15100498621593295,0.009994684241598885,3.2091057625825927,-0.9501890011946215,0.30321304005557537
0.3641063165262149,0.6579208222121585,1.3306424089455144,0.8248207604820261,1.2000792672420315,0.6896332126703502,0.1648802723794888,-0.9501890011946215,-1.4949108021344641
